target,interval,profit
16,"range(1, 2)",0.01
16,"range(2, 3)",0.01
16,"range(3, 4)",0.01
16,"range(4, 5)",0.01
16,"range(5, 6)",0.01
16,"range(6, 7)",0.01
16,"range(7, 8)",0.01
16,"range(8, 9)",0.01
16,"range(9, 10)",0.01
16,"range(10, 11)",0.01
16,"range(11, 12)",0.01
16,"range(12, 13)",0.01
16,"range(13, 14)",0.01
16,"range(14, 15)",0.01
16,"range(15, 16)",0.01
16,"range(16, 17)",0.01
16,"range(17, 18)",0.01
16,"range(18, 19)",0.01
16,"range(19, 20)",0.01
16,"range(20, 21)",0.01
16,"range(21, 22)",0.01
16,"range(22, 23)",0.01
16,"range(23, 24)",0.01
16,"range(24, 25)",0.01
16,"range(25, 26)",0.01
16,"range(26, 27)",0.01
16,"range(27, 28)",0.01
16,"range(28, 29)",0.01
16,"range(29, 30)",0.01
16,"range(30, 31)",0.01
16,"range(31, 32)",0.01
16,"range(32, 33)",0.01
16,"range(33, 34)",0.01
16,"range(34, 35)",0.01
16,"range(35, 36)",0.01
16,"range(36, 37)",0.01
16,"range(37, 38)",0.01
16,"range(38, 39)",0.01
16,"range(39, 40)",0.01
16,"range(40, 41)",0.01
16,"range(41, 42)",0.01
16,"range(42, 43)",0.01
16,"range(43, 44)",0.01
16,"range(44, 45)",0.01
16,"range(45, 46)",0.01
16,"range(46, 47)",0.01
16,"range(47, 48)",0.01
16,"range(48, 49)",0.01
16,"range(49, 50)",0.01
16,"range(50, 51)",0.01
16,"range(51, 52)",0.01
16,"range(52, 53)",0.01
16,"range(53, 54)",0.01
16,"range(54, 55)",0.01
16,"range(55, 56)",0.01
16,"range(56, 57)",0.01
16,"range(57, 58)",0.01
16,"range(58, 59)",0.01
16,"range(59, 60)",0.01
16,"range(60, 61)",0.01
17,"range(1, 2)",0.01
17,"range(2, 3)",0.01
17,"range(3, 4)",0.01
17,"range(4, 5)",0.01
17,"range(5, 6)",0.01
17,"range(6, 7)",0.01
17,"range(7, 8)",0.01
17,"range(8, 9)",0.01
17,"range(9, 10)",0.01
17,"range(10, 11)",0.01
17,"range(11, 12)",0.01
17,"range(12, 13)",0.01
17,"range(13, 14)",0.01
17,"range(14, 15)",0.01
17,"range(15, 16)",0.01
17,"range(16, 17)",0.01
17,"range(17, 18)",0.01
17,"range(18, 19)",0.01
17,"range(19, 20)",0.01
17,"range(20, 21)",0.01
17,"range(21, 22)",0.01
17,"range(22, 23)",0.01
17,"range(23, 24)",0.01
17,"range(24, 25)",0.01
17,"range(25, 26)",0.01
17,"range(26, 27)",0.01
17,"range(27, 28)",0.01
17,"range(28, 29)",0.01
17,"range(29, 30)",0.01
17,"range(30, 31)",0.01
17,"range(31, 32)",0.01
17,"range(32, 33)",0.01
17,"range(33, 34)",0.01
17,"range(34, 35)",0.01
17,"range(35, 36)",0.01
17,"range(36, 37)",0.01
17,"range(37, 38)",0.01
17,"range(38, 39)",0.01
17,"range(39, 40)",0.01
17,"range(40, 41)",0.01
17,"range(41, 42)",0.01
17,"range(42, 43)",0.01
17,"range(43, 44)",0.01
17,"range(44, 45)",0.01
17,"range(45, 46)",0.01
17,"range(46, 47)",0.01
17,"range(47, 48)",0.01
17,"range(48, 49)",0.01
17,"range(49, 50)",0.01
17,"range(50, 51)",0.01
17,"range(51, 52)",0.01
17,"range(52, 53)",0.01
17,"range(53, 54)",0.01
17,"range(54, 55)",0.01
17,"range(55, 56)",0.01
17,"range(56, 57)",0.01
17,"range(57, 58)",0.01
17,"range(58, 59)",0.01
17,"range(59, 60)",0.01
17,"range(60, 61)",0.01
18,"range(1, 2)",0.01
18,"range(2, 3)",0.01
18,"range(3, 4)",0.01
18,"range(4, 5)",0.01
18,"range(5, 6)",0.01
18,"range(6, 7)",0.01
18,"range(7, 8)",0.01
18,"range(8, 9)",0.01
18,"range(9, 10)",0.01
18,"range(10, 11)",0.01
18,"range(11, 12)",0.01
18,"range(12, 13)",0.01
18,"range(13, 14)",0.01
18,"range(14, 15)",0.01
18,"range(15, 16)",0.01
18,"range(16, 17)",0.01
18,"range(17, 18)",0.01
18,"range(18, 19)",0.01
18,"range(19, 20)",0.01
18,"range(20, 21)",0.01
18,"range(21, 22)",0.01
18,"range(22, 23)",0.01
18,"range(23, 24)",0.01
18,"range(24, 25)",0.01
18,"range(25, 26)",0.01
18,"range(26, 27)",0.01
18,"range(27, 28)",0.01
18,"range(28, 29)",0.01
18,"range(29, 30)",0.01
18,"range(30, 31)",0.01
18,"range(31, 32)",0.01
18,"range(32, 33)",0.01
18,"range(33, 34)",0.01
18,"range(34, 35)",0.01
18,"range(35, 36)",0.01
18,"range(36, 37)",0.01
18,"range(37, 38)",0.01
18,"range(38, 39)",0.01
18,"range(39, 40)",0.01
18,"range(40, 41)",0.01
18,"range(41, 42)",0.01
18,"range(42, 43)",0.01
18,"range(43, 44)",0.01
18,"range(44, 45)",0.01
18,"range(45, 46)",0.01
18,"range(46, 47)",0.01
18,"range(47, 48)",0.01
18,"range(48, 49)",0.01
18,"range(49, 50)",0.01
18,"range(50, 51)",0.01
18,"range(51, 52)",0.01
18,"range(52, 53)",0.01
18,"range(53, 54)",0.01
18,"range(54, 55)",0.01
18,"range(55, 56)",0.01
18,"range(56, 57)",0.01
18,"range(57, 58)",0.01
18,"range(58, 59)",0.01
18,"range(59, 60)",0.01
18,"range(60, 61)",0.01
19,"range(1, 2)",0.01
19,"range(2, 3)",0.01
19,"range(3, 4)",0.01
19,"range(4, 5)",0.01
19,"range(5, 6)",0.01
19,"range(6, 7)",0.01
19,"range(7, 8)",0.01
19,"range(8, 9)",0.01
19,"range(9, 10)",0.01
19,"range(10, 11)",0.01
19,"range(11, 12)",0.01
19,"range(12, 13)",0.01
19,"range(13, 14)",0.01
19,"range(14, 15)",0.01
19,"range(15, 16)",0.01
19,"range(16, 17)",0.01
19,"range(17, 18)",0.01
19,"range(18, 19)",0.01
19,"range(19, 20)",0.01
19,"range(20, 21)",0.01
19,"range(21, 22)",0.01
19,"range(22, 23)",0.01
19,"range(23, 24)",0.01
19,"range(24, 25)",0.01
19,"range(25, 26)",0.01
19,"range(26, 27)",0.01
19,"range(27, 28)",0.01
19,"range(28, 29)",0.01
19,"range(29, 30)",0.01
19,"range(30, 31)",0.01
19,"range(31, 32)",0.01
19,"range(32, 33)",0.01
19,"range(33, 34)",0.01
19,"range(34, 35)",0.01
19,"range(35, 36)",0.01
19,"range(36, 37)",0.01
19,"range(37, 38)",0.01
19,"range(38, 39)",0.01
19,"range(39, 40)",0.01
19,"range(40, 41)",0.01
19,"range(41, 42)",0.01
19,"range(42, 43)",0.01
19,"range(43, 44)",0.01
19,"range(44, 45)",0.01
19,"range(45, 46)",0.01
19,"range(46, 47)",0.01
19,"range(47, 48)",0.01
19,"range(48, 49)",0.01
19,"range(49, 50)",0.01
19,"range(50, 51)",0.01
19,"range(51, 52)",0.01
19,"range(52, 53)",0.01
19,"range(53, 54)",0.01
19,"range(54, 55)",0.01
19,"range(55, 56)",0.01
19,"range(56, 57)",0.01
19,"range(57, 58)",0.01
19,"range(58, 59)",0.01
19,"range(59, 60)",0.01
19,"range(60, 61)",0.01
20,"range(1, 2)",0.01
20,"range(2, 3)",0.01
20,"range(3, 4)",0.01
20,"range(4, 5)",0.01
20,"range(5, 6)",0.01
20,"range(6, 7)",0.01
20,"range(7, 8)",0.01
20,"range(8, 9)",0.01
20,"range(9, 10)",0.01
20,"range(10, 11)",0.01
20,"range(11, 12)",0.01
20,"range(12, 13)",0.01
20,"range(13, 14)",0.01
20,"range(14, 15)",0.01
20,"range(15, 16)",0.01
20,"range(16, 17)",0.01
20,"range(17, 18)",0.01
20,"range(18, 19)",0.01
20,"range(19, 20)",0.01
20,"range(20, 21)",0.01
20,"range(21, 22)",0.01
20,"range(22, 23)",0.01
20,"range(23, 24)",0.01
20,"range(24, 25)",0.01
20,"range(25, 26)",0.01
20,"range(26, 27)",0.01
20,"range(27, 28)",0.01
20,"range(28, 29)",0.01
20,"range(29, 30)",0.01
20,"range(30, 31)",0.01
20,"range(31, 32)",0.01
20,"range(32, 33)",0.01
20,"range(33, 34)",0.01
20,"range(34, 35)",0.01
20,"range(35, 36)",0.01
20,"range(36, 37)",0.01
20,"range(37, 38)",0.01
20,"range(38, 39)",0.01
20,"range(39, 40)",0.01
20,"range(40, 41)",0.01
20,"range(41, 42)",0.01
20,"range(42, 43)",0.01
20,"range(43, 44)",0.01
20,"range(44, 45)",0.01
20,"range(45, 46)",0.01
20,"range(46, 47)",0.01
20,"range(47, 48)",0.01
20,"range(48, 49)",0.01
20,"range(49, 50)",0.01
20,"range(50, 51)",0.01
20,"range(51, 52)",0.01
20,"range(52, 53)",0.01
20,"range(53, 54)",0.01
20,"range(54, 55)",0.01
20,"range(55, 56)",0.01
20,"range(56, 57)",0.01
20,"range(57, 58)",0.01
20,"range(58, 59)",0.01
20,"range(59, 60)",0.01
20,"range(60, 61)",0.01
21,"range(1, 2)",0.01
21,"range(2, 3)",0.01
21,"range(3, 4)",0.01
21,"range(4, 5)",0.01
21,"range(5, 6)",0.01
21,"range(6, 7)",0.01
21,"range(7, 8)",0.01
21,"range(8, 9)",0.01
21,"range(9, 10)",0.01
21,"range(10, 11)",0.01
21,"range(11, 12)",0.01
21,"range(12, 13)",0.01
21,"range(13, 14)",0.01
21,"range(14, 15)",0.01
21,"range(15, 16)",0.01
21,"range(16, 17)",0.01
21,"range(17, 18)",0.01
21,"range(18, 19)",0.01
21,"range(19, 20)",0.01
21,"range(20, 21)",0.01
21,"range(21, 22)",0.01
21,"range(22, 23)",0.01
21,"range(23, 24)",0.01
21,"range(24, 25)",0.01
21,"range(25, 26)",0.01
21,"range(26, 27)",0.01
21,"range(27, 28)",0.01
21,"range(28, 29)",0.01
21,"range(29, 30)",0.01
21,"range(30, 31)",0.01
21,"range(31, 32)",0.01
21,"range(32, 33)",0.01
21,"range(33, 34)",0.01
21,"range(34, 35)",0.01
21,"range(35, 36)",0.01
21,"range(36, 37)",0.01
21,"range(37, 38)",0.01
21,"range(38, 39)",0.01
21,"range(39, 40)",0.01
21,"range(40, 41)",0.01
21,"range(41, 42)",0.01
21,"range(42, 43)",0.01
21,"range(43, 44)",0.01
21,"range(44, 45)",0.01
21,"range(45, 46)",0.01
21,"range(46, 47)",0.01
21,"range(47, 48)",0.01
21,"range(48, 49)",0.01
21,"range(49, 50)",0.01
21,"range(50, 51)",0.01
21,"range(51, 52)",0.01
21,"range(52, 53)",0.01
21,"range(53, 54)",0.01
21,"range(54, 55)",0.01
21,"range(55, 56)",0.01
21,"range(56, 57)",0.01
21,"range(57, 58)",0.01
21,"range(58, 59)",0.01
21,"range(59, 60)",0.01
21,"range(60, 61)",0.01
22,"range(1, 2)",0.3714285714285714
22,"range(2, 3)",0.3428571428571428
22,"range(3, 4)",0.3
22,"range(4, 5)",0.2142857142857142
22,"range(5, 6)",0.2857142857142857
22,"range(6, 7)",0.01
22,"range(7, 8)",0.01
22,"range(8, 9)",0.6
22,"range(9, 10)",0.3428571428571428
22,"range(10, 11)",0.6285714285714287
22,"range(11, 12)",0.6714285714285714
22,"range(12, 13)",0.5142857142857143
22,"range(13, 14)",0.3
22,"range(14, 15)",0.2428571428571428
22,"range(15, 16)",0.01
22,"range(16, 17)",0.2857142857142857
22,"range(17, 18)",0.01
22,"range(18, 19)",0.01
22,"range(19, 20)",0.01
22,"range(20, 21)",0.01
22,"range(21, 22)",0.01
22,"range(22, 23)",0.01
22,"range(23, 24)",0.01
22,"range(24, 25)",0.01
22,"range(25, 26)",0.01
22,"range(26, 27)",0.01
22,"range(27, 28)",0.01
22,"range(28, 29)",0.01
22,"range(29, 30)",0.01
22,"range(30, 31)",0.01
22,"range(31, 32)",0.01
22,"range(32, 33)",0.01
22,"range(33, 34)",0.01
22,"range(34, 35)",0.01
22,"range(35, 36)",0.01
22,"range(36, 37)",0.01
22,"range(37, 38)",0.01
22,"range(38, 39)",0.01
22,"range(39, 40)",0.01
22,"range(40, 41)",0.01
22,"range(41, 42)",0.01
22,"range(42, 43)",0.01
22,"range(43, 44)",0.01
22,"range(44, 45)",0.01
22,"range(45, 46)",0.01
22,"range(46, 47)",0.01
22,"range(47, 48)",0.01
22,"range(48, 49)",0.01
22,"range(49, 50)",0.01
22,"range(50, 51)",0.01
22,"range(51, 52)",0.01
22,"range(52, 53)",0.01
22,"range(53, 54)",0.01
22,"range(54, 55)",0.01
22,"range(55, 56)",0.01
22,"range(56, 57)",0.01
22,"range(57, 58)",0.01
22,"range(58, 59)",0.01
22,"range(59, 60)",0.01
22,"range(60, 61)",0.01
23,"range(1, 2)",0.0428571428571428
23,"range(2, 3)",1.0
23,"range(3, 4)",1.2571428571428571
23,"range(4, 5)",1.4714285714285715
23,"range(5, 6)",0.7857142857142857
23,"range(6, 7)",0.8428571428571429
23,"range(7, 8)",0.8714285714285713
23,"range(8, 9)",1.2428571428571429
23,"range(9, 10)",0.8571428571428571
23,"range(10, 11)",1.0714285714285714
23,"range(11, 12)",1.1
23,"range(12, 13)",0.7000000000000001
23,"range(13, 14)",0.6571428571428571
23,"range(14, 15)",0.3857142857142857
23,"range(15, 16)",0.4142857142857142
23,"range(16, 17)",0.4285714285714285
23,"range(17, 18)",0.3857142857142857
23,"range(18, 19)",0.01
23,"range(19, 20)",0.01
23,"range(20, 21)",0.4714285714285714
23,"range(21, 22)",0.4428571428571429
23,"range(22, 23)",0.5142857142857143
23,"range(23, 24)",0.6142857142857144
23,"range(24, 25)",0.4571428571428572
23,"range(25, 26)",1.4285714285714286
23,"range(26, 27)",1.4142857142857144
23,"range(27, 28)",1.4142857142857144
23,"range(28, 29)",1.4
23,"range(29, 30)",1.3571428571428572
23,"range(30, 31)",1.3714285714285714
23,"range(31, 32)",1.3714285714285714
23,"range(32, 33)",0.4142857142857142
23,"range(33, 34)",0.7428571428571429
23,"range(34, 35)",0.7428571428571429
23,"range(35, 36)",0.7000000000000001
23,"range(36, 37)",0.7571428571428571
23,"range(37, 38)",0.7285714285714285
23,"range(38, 39)",0.3285714285714285
23,"range(39, 40)",0.3142857142857143
23,"range(40, 41)",0.2857142857142857
23,"range(41, 42)",0.3142857142857143
23,"range(42, 43)",0.3
23,"range(43, 44)",0.01
23,"range(44, 45)",0.01
23,"range(45, 46)",0.01
23,"range(46, 47)",0.01
23,"range(47, 48)",0.4571428571428572
23,"range(48, 49)",0.4428571428571429
23,"range(49, 50)",0.4571428571428572
23,"range(50, 51)",0.4428571428571429
23,"range(51, 52)",0.8571428571428571
23,"range(52, 53)",0.8428571428571429
23,"range(53, 54)",0.8571428571428571
23,"range(54, 55)",0.1857142857142857
23,"range(55, 56)",0.5428571428571428
23,"range(56, 57)",0.4428571428571429
23,"range(57, 58)",0.4142857142857142
23,"range(58, 59)",0.4142857142857142
23,"range(59, 60)",0.4142857142857142
23,"range(60, 61)",0.4142857142857142
24,"range(1, 2)",0.01
24,"range(2, 3)",0.01
24,"range(3, 4)",0.01
24,"range(4, 5)",0.01
24,"range(5, 6)",0.01
24,"range(6, 7)",0.01
24,"range(7, 8)",0.01
24,"range(8, 9)",0.01
24,"range(9, 10)",0.01
24,"range(10, 11)",0.01
24,"range(11, 12)",0.01
24,"range(12, 13)",0.01
24,"range(13, 14)",0.01
24,"range(14, 15)",0.01
24,"range(15, 16)",0.01
24,"range(16, 17)",0.01
24,"range(17, 18)",0.01
24,"range(18, 19)",0.7428571428571429
24,"range(19, 20)",0.01
24,"range(20, 21)",0.01
24,"range(21, 22)",1.1142857142857143
24,"range(22, 23)",0.5714285714285714
24,"range(23, 24)",0.4285714285714285
24,"range(24, 25)",0.2428571428571428
24,"range(25, 26)",1.0571428571428572
24,"range(26, 27)",0.2142857142857142
24,"range(27, 28)",0.8571428571428571
24,"range(28, 29)",0.8857142857142858
24,"range(29, 30)",0.9
24,"range(30, 31)",0.9
24,"range(31, 32)",0.9
24,"range(32, 33)",0.9285714285714286
24,"range(33, 34)",0.9
24,"range(34, 35)",0.01
24,"range(35, 36)",0.01
24,"range(36, 37)",0.01
24,"range(37, 38)",0.01
24,"range(38, 39)",0.01
24,"range(39, 40)",0.01
24,"range(40, 41)",0.01
24,"range(41, 42)",0.01
24,"range(42, 43)",0.01
24,"range(43, 44)",0.01
24,"range(44, 45)",0.01
24,"range(45, 46)",0.01
24,"range(46, 47)",0.01
24,"range(47, 48)",0.01
24,"range(48, 49)",0.01
24,"range(49, 50)",0.01
24,"range(50, 51)",0.01
24,"range(51, 52)",0.01
24,"range(52, 53)",0.01
24,"range(53, 54)",0.01
24,"range(54, 55)",0.01
24,"range(55, 56)",0.01
24,"range(56, 57)",0.01
24,"range(57, 58)",0.01
24,"range(58, 59)",0.01
24,"range(59, 60)",0.01
24,"range(60, 61)",0.01
25,"range(1, 2)",1.1714285714285713
25,"range(2, 3)",0.01
25,"range(3, 4)",0.01
25,"range(4, 5)",0.01
25,"range(5, 6)",0.01
25,"range(6, 7)",0.01
25,"range(7, 8)",0.01
25,"range(8, 9)",0.01
25,"range(9, 10)",0.01
25,"range(10, 11)",0.01
25,"range(11, 12)",0.01
25,"range(12, 13)",0.01
25,"range(13, 14)",0.01
25,"range(14, 15)",0.01
25,"range(15, 16)",0.01
25,"range(16, 17)",0.01
25,"range(17, 18)",0.01
25,"range(18, 19)",0.01
25,"range(19, 20)",0.01
25,"range(20, 21)",0.01
25,"range(21, 22)",0.01
25,"range(22, 23)",0.01
25,"range(23, 24)",0.01
25,"range(24, 25)",0.01
25,"range(25, 26)",0.01
25,"range(26, 27)",0.01
25,"range(27, 28)",0.01
25,"range(28, 29)",0.01
25,"range(29, 30)",0.01
25,"range(30, 31)",0.01
25,"range(31, 32)",0.01
25,"range(32, 33)",0.9571428571428572
25,"range(33, 34)",1.0
25,"range(34, 35)",1.0285714285714287
25,"range(35, 36)",1.0
25,"range(36, 37)",1.0285714285714287
25,"range(37, 38)",0.01
25,"range(38, 39)",0.01
25,"range(39, 40)",0.01
25,"range(40, 41)",0.01
25,"range(41, 42)",0.01
25,"range(42, 43)",0.01
25,"range(43, 44)",0.01
25,"range(44, 45)",0.01
25,"range(45, 46)",0.01
25,"range(46, 47)",0.01
25,"range(47, 48)",0.01
25,"range(48, 49)",0.01
25,"range(49, 50)",0.01
25,"range(50, 51)",0.01
25,"range(51, 52)",0.01
25,"range(52, 53)",0.01
25,"range(53, 54)",0.2428571428571428
25,"range(54, 55)",0.4714285714285714
25,"range(55, 56)",0.4714285714285714
25,"range(56, 57)",0.5
25,"range(57, 58)",0.4857142857142857
25,"range(58, 59)",0.4714285714285714
25,"range(59, 60)",0.4428571428571429
25,"range(60, 61)",0.4571428571428572
26,"range(1, 2)",0.3285714285714285
26,"range(2, 3)",0.2857142857142857
26,"range(3, 4)",0.3142857142857143
26,"range(4, 5)",0.3
26,"range(5, 6)",0.3285714285714285
26,"range(6, 7)",0.3428571428571428
26,"range(7, 8)",0.3714285714285714
26,"range(8, 9)",0.01
26,"range(9, 10)",0.01
26,"range(10, 11)",0.01
26,"range(11, 12)",0.01
26,"range(12, 13)",0.01
26,"range(13, 14)",0.01
26,"range(14, 15)",0.01
26,"range(15, 16)",0.01
26,"range(16, 17)",0.01
26,"range(17, 18)",0.01
26,"range(18, 19)",0.01
26,"range(19, 20)",0.01
26,"range(20, 21)",0.01
26,"range(21, 22)",0.01
26,"range(22, 23)",0.01
26,"range(23, 24)",0.01
26,"range(24, 25)",0.01
26,"range(25, 26)",0.01
26,"range(26, 27)",0.01
26,"range(27, 28)",0.01
26,"range(28, 29)",0.01
26,"range(29, 30)",0.01
26,"range(30, 31)",0.01
26,"range(31, 32)",0.01
26,"range(32, 33)",0.01
26,"range(33, 34)",0.01
26,"range(34, 35)",0.01
26,"range(35, 36)",0.01
26,"range(36, 37)",0.01
26,"range(37, 38)",0.01
26,"range(38, 39)",0.01
26,"range(39, 40)",0.01
26,"range(40, 41)",0.01
26,"range(41, 42)",0.01
26,"range(42, 43)",0.01
26,"range(43, 44)",0.01
26,"range(44, 45)",0.01
26,"range(45, 46)",0.01
26,"range(46, 47)",0.01
26,"range(47, 48)",0.01
26,"range(48, 49)",0.01
26,"range(49, 50)",0.01
26,"range(50, 51)",0.01
26,"range(51, 52)",0.01
26,"range(52, 53)",0.01
26,"range(53, 54)",0.01
26,"range(54, 55)",0.01
26,"range(55, 56)",0.01
26,"range(56, 57)",0.01
26,"range(57, 58)",0.01
26,"range(58, 59)",0.01
26,"range(59, 60)",0.01
26,"range(60, 61)",0.01
27,"range(1, 2)",0.3857142857142857
27,"range(2, 3)",0.01
27,"range(3, 4)",0.3428571428571428
27,"range(4, 5)",0.3428571428571428
27,"range(5, 6)",0.3428571428571428
27,"range(6, 7)",0.3285714285714285
27,"range(7, 8)",0.3285714285714285
27,"range(8, 9)",0.3285714285714285
27,"range(9, 10)",0.3571428571428571
27,"range(10, 11)",0.3857142857142857
27,"range(11, 12)",0.4142857142857142
27,"range(12, 13)",0.01
27,"range(13, 14)",0.01
27,"range(14, 15)",0.01
27,"range(15, 16)",0.01
27,"range(16, 17)",0.01
27,"range(17, 18)",0.01
27,"range(18, 19)",0.01
27,"range(19, 20)",0.01
27,"range(20, 21)",0.01
27,"range(21, 22)",0.01
27,"range(22, 23)",0.01
27,"range(23, 24)",0.01
27,"range(24, 25)",0.01
27,"range(25, 26)",0.01
27,"range(26, 27)",0.01
27,"range(27, 28)",0.01
27,"range(28, 29)",0.01
27,"range(29, 30)",0.01
27,"range(30, 31)",0.01
27,"range(31, 32)",0.01
27,"range(32, 33)",0.01
27,"range(33, 34)",0.01
27,"range(34, 35)",0.01
27,"range(35, 36)",0.01
27,"range(36, 37)",0.01
27,"range(37, 38)",0.01
27,"range(38, 39)",0.01
27,"range(39, 40)",0.01
27,"range(40, 41)",0.01
27,"range(41, 42)",0.01
27,"range(42, 43)",0.01
27,"range(43, 44)",0.01
27,"range(44, 45)",0.01
27,"range(45, 46)",0.01
27,"range(46, 47)",0.01
27,"range(47, 48)",0.01
27,"range(48, 49)",0.01
27,"range(49, 50)",0.01
27,"range(50, 51)",0.01
27,"range(51, 52)",0.01
27,"range(52, 53)",0.01
27,"range(53, 54)",0.01
27,"range(54, 55)",0.01
27,"range(55, 56)",0.01
27,"range(56, 57)",0.01
27,"range(57, 58)",0.01
27,"range(58, 59)",0.01
27,"range(59, 60)",0.01
27,"range(60, 61)",0.01
28,"range(1, 2)",0.01
28,"range(2, 3)",0.01
28,"range(3, 4)",0.01
28,"range(4, 5)",0.01
28,"range(5, 6)",0.01
28,"range(6, 7)",0.01
28,"range(7, 8)",0.01
28,"range(8, 9)",0.01
28,"range(9, 10)",0.01
28,"range(10, 11)",0.01
28,"range(11, 12)",0.01
28,"range(12, 13)",0.01
28,"range(13, 14)",0.01
28,"range(14, 15)",0.01
28,"range(15, 16)",0.01
28,"range(16, 17)",0.01
28,"range(17, 18)",0.3285714285714285
28,"range(18, 19)",0.01
28,"range(19, 20)",0.01
28,"range(20, 21)",0.01
28,"range(21, 22)",0.01
28,"range(22, 23)",0.01
28,"range(23, 24)",0.01
28,"range(24, 25)",0.01
28,"range(25, 26)",0.01
28,"range(26, 27)",0.01
28,"range(27, 28)",0.01
28,"range(28, 29)",0.01
28,"range(29, 30)",0.01
28,"range(30, 31)",0.01
28,"range(31, 32)",0.01
28,"range(32, 33)",0.01
28,"range(33, 34)",0.01
28,"range(34, 35)",0.01
28,"range(35, 36)",0.01
28,"range(36, 37)",0.01
28,"range(37, 38)",0.01
28,"range(38, 39)",0.01
28,"range(39, 40)",0.01
28,"range(40, 41)",0.01
28,"range(41, 42)",0.01
28,"range(42, 43)",0.01
28,"range(43, 44)",0.01
28,"range(44, 45)",0.01
28,"range(45, 46)",0.01
28,"range(46, 47)",0.01
28,"range(47, 48)",0.01
28,"range(48, 49)",0.01
28,"range(49, 50)",0.01
28,"range(50, 51)",0.01
28,"range(51, 52)",0.01
28,"range(52, 53)",0.01
28,"range(53, 54)",0.01
28,"range(54, 55)",0.01
28,"range(55, 56)",0.01
28,"range(56, 57)",0.01
28,"range(57, 58)",0.01
28,"range(58, 59)",0.01
28,"range(59, 60)",0.01
28,"range(60, 61)",0.01
29,"range(1, 2)",0.01
29,"range(2, 3)",0.01
29,"range(3, 4)",0.01
29,"range(4, 5)",0.01
29,"range(5, 6)",0.01
29,"range(6, 7)",0.01
29,"range(7, 8)",0.01
29,"range(8, 9)",0.01
29,"range(9, 10)",0.01
29,"range(10, 11)",0.01
29,"range(11, 12)",0.01
29,"range(12, 13)",0.01
29,"range(13, 14)",0.01
29,"range(14, 15)",0.01
29,"range(15, 16)",0.01
29,"range(16, 17)",0.01
29,"range(17, 18)",1.842857142857143
29,"range(18, 19)",1.842857142857143
29,"range(19, 20)",0.01
29,"range(20, 21)",0.01
29,"range(21, 22)",0.01
29,"range(22, 23)",0.01
29,"range(23, 24)",0.01
29,"range(24, 25)",0.01
29,"range(25, 26)",0.01
29,"range(26, 27)",0.01
29,"range(27, 28)",0.01
29,"range(28, 29)",0.01
29,"range(29, 30)",0.01
29,"range(30, 31)",0.01
29,"range(31, 32)",0.01
29,"range(32, 33)",0.01
29,"range(33, 34)",0.01
29,"range(34, 35)",0.01
29,"range(35, 36)",0.01
29,"range(36, 37)",0.01
29,"range(37, 38)",0.01
29,"range(38, 39)",0.01
29,"range(39, 40)",0.01
29,"range(40, 41)",0.01
29,"range(41, 42)",0.01
29,"range(42, 43)",0.01
29,"range(43, 44)",0.01
29,"range(44, 45)",0.01
29,"range(45, 46)",0.01
29,"range(46, 47)",0.01
29,"range(47, 48)",0.01
29,"range(48, 49)",1.4857142857142858
29,"range(49, 50)",3.2
29,"range(50, 51)",3.2
29,"range(51, 52)",0.01
29,"range(52, 53)",0.01
29,"range(53, 54)",0.01
29,"range(54, 55)",0.01
29,"range(55, 56)",0.01
29,"range(56, 57)",0.01
29,"range(57, 58)",0.01
29,"range(58, 59)",0.01
29,"range(59, 60)",0.01
29,"range(60, 61)",0.01
30,"range(1, 2)",0.0285714285714285
30,"range(2, 3)",0.0142857142857142
30,"range(3, 4)",0.01
30,"range(4, 5)",0.0285714285714285
30,"range(5, 6)",0.0571428571428571
30,"range(6, 7)",0.01
30,"range(7, 8)",0.0142857142857142
30,"range(8, 9)",0.01
30,"range(9, 10)",0.01
30,"range(10, 11)",0.0142857142857142
30,"range(11, 12)",0.01
30,"range(12, 13)",0.01
30,"range(13, 14)",0.01
30,"range(14, 15)",0.01
30,"range(15, 16)",0.01
30,"range(16, 17)",0.0142857142857142
30,"range(17, 18)",0.01
30,"range(18, 19)",0.0142857142857142
30,"range(19, 20)",0.01
30,"range(20, 21)",0.0142857142857142
30,"range(21, 22)",0.01
30,"range(22, 23)",0.0142857142857142
30,"range(23, 24)",0.0142857142857142
30,"range(24, 25)",0.0142857142857142
30,"range(25, 26)",0.01
30,"range(26, 27)",0.0285714285714285
30,"range(27, 28)",0.0142857142857142
30,"range(28, 29)",0.0142857142857142
30,"range(29, 30)",0.0142857142857142
30,"range(30, 31)",0.0285714285714285
30,"range(31, 32)",0.0285714285714285
30,"range(32, 33)",0.0285714285714285
30,"range(33, 34)",0.0285714285714285
30,"range(34, 35)",0.0428571428571428
30,"range(35, 36)",0.0142857142857142
30,"range(36, 37)",0.0571428571428571
30,"range(37, 38)",0.0142857142857142
30,"range(38, 39)",0.0285714285714285
30,"range(39, 40)",0.0285714285714285
30,"range(40, 41)",0.0142857142857142
30,"range(41, 42)",0.0285714285714285
30,"range(42, 43)",0.0428571428571428
30,"range(43, 44)",0.0428571428571428
30,"range(44, 45)",0.0285714285714285
30,"range(45, 46)",0.0285714285714285
30,"range(46, 47)",0.0285714285714285
30,"range(47, 48)",0.0428571428571428
